77091,STANDARD,Houston,Harris County,23120
78376,STANDARD,Realitos,Duval County,280
77573,STANDARD,League City,Galveston County,78580
79322,STANDARD,Crosbyton,Crosby County,1590
77047,STANDARD,Houston,Harris County,25690
79103,STANDARD,Amarillo,Potter County,9760
88581,PO BOX,El Paso,El Paso County,0
75638,STANDARD,Daingerfield,Morris County,4580
75021,STANDARD,Denison,Grayson County,7160
79953,PO BOX,El Paso,El Paso County,120
75645,STANDARD,Gilmer,Upshur County,8420
77441,STANDARD,Fulshear,Fort Bend County,13190
79404,STANDARD,Lubbock,Lubbock County,8460
75358,UNIQUE,Dallas,Dallas County,0
78653,STANDARD,Manor,Travis County,19180
78767,PO BOX,Austin,Travis County,702
75980,STANDARD,Zavalla,Angelina County,1940
77244,PO BOX,Houston,Harris County,418
77852,PO BOX,Deanville,Burleson County,222
78042,PO BOX,Laredo,Webb County,1802
79710,PO BOX,Midland,Midland County,865
75024,STANDARD,Plano,Collin County,40070
75791,STANDARD,Whitehouse,Smith County,12370
75267,PO BOX,Dallas,Dallas County,0
76135,STANDARD,Fort Worth,Tarrant County,18310
79854,STANDARD,Valentine,Jeff Davis County,136
79415,STANDARD,Lubbock,Lubbock County,12740
78114,STANDARD,Floresville,Wilson County,18770
76127,STANDARD,Naval Air Station/ Jrb,Tarrant County,430
76122,UNIQUE,Fort Worth,Tarrant County,164
77374,PO BOX,Thicket,Hardin County,421
79339,STANDARD,Littlefield,Lamb County,5970
76363,STANDARD,Goree,Knox County,260
79754,PO BOX,Mentone,Loving County,49
75608,PO BOX,Longview,Gregg County,1479
77233,PO BOX,Houston,Harris County,543
76010,STANDARD,Arlington,Tarrant County,51710
77867,PO BOX,Mumford,Robertson County,139
77021,STANDARD,Houston,Harris County,22860
75127,STANDARD,Fruitvale,Van Zandt County,1370
79601,STANDARD,Abilene,Taylor County,14460
79052,STANDARD,Kress,Swisher County,1040
78109,STANDARD,Converse,Bexar County,41270
78006,STANDARD,Boerne,Kendall County,31860
78774,UNIQUE,Austin,Travis County,0
76865,STANDARD,Norton,Runnels County,122
75606,PO BOX,Longview,Gregg County,1736
75218,STANDARD,Dallas,Dallas County,21490
79355,STANDARD,Plains,Yoakum County,1920
78253,STANDARD,San Antonio,Bexar County,44840
78341,PO BOX,Benavides,Duval County,1670
77880,STANDARD,Washington,Washington County,1660
76018,STANDARD,Arlington,Tarrant County,26900
76129,UNIQUE,Fort Worth,Tarrant County,157
79402,STANDARD,Lubbock,Lubbock County,0
75756,STANDARD,Brownsboro,Henderson County,3640
78670,PO BOX,Staples,Guadalupe County,333
78618,STANDARD,Doss,Gillespie County,210
77660,STANDARD,Spurger,Tyler County,1400
76013,STANDARD,Arlington,Tarrant County,26930
75221,PO BOX,Dallas,Dallas County,281
88521,PO BOX,El Paso,El Paso County,0
79377,STANDARD,Welch,Dawson County,300
77542,PO BOX,Freeport,Brazoria County,694
75834,STANDARD,Centralia,Trinity County,0
79088,STANDARD,Tulia,Swisher County,4430
